FromID,ToID,Relation_value,Relation_type,Relation_Context_ClinicalPhase,Relation_Context_DiseaseArea,Relation_Context_Indication
658,5988,voltage-gated sodium channel blocker,MoA,Launched,neurology/psychiatry|infectious disease|rheumatology|cardiology,muscle relaxant|multiple sclerosis|encephalomyelitis|ankylosing spondylitis|atherosclerosis|Raynaud's disease
1820,5988,voltage-gated sodium channel blocker,MoA,Launched,neurology/psychiatry|infectious disease|rheumatology|cardiology,muscle relaxant|multiple sclerosis|encephalomyelitis|ankylosing spondylitis|atherosclerosis|Raynaud's disease
73,5991,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency
74,5991,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency
75,5991,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency
76,5991,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency
170,5991,acetylcholine receptor antagonist,MoA,Launched,urology,urinary incontinence|urinary frequency
71,5992,vasopressin receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology,hyponatremia|congestive heart failure|hepatic cirrhosis
904,5992,vasopressin receptor antagonist,MoA,Launched,endocrinology|cardiology|gastroenterology,hyponatremia|congestive heart failure|hepatic cirrhosis
185,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
186,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
188,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
190,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
191,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
79,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
140,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
141,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
81,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
142,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
143,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
144,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
145,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
82,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
146,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
147,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
148,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
149,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
150,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
151,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
152,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
665,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
663,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
667,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
668,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
906,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
1466,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
3645,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
3646,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
3647,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
55,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
443,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
444,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
445,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
446,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
447,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
167,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
448,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
449,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
450,5994,carbonic anhydrase inhibitor|glutamate receptor antagonist|kainate receptor antagonist,MoA,Launched,neurology/psychiatry,epilepsy|migraine headache
457,5995,xanthine oxidase inhibitor,MoA,Launched,rheumatology|nephrology,gout|hyperuricemia
230,5996,topoisomerase inhibitor,MoA,Launched,oncology,small cell lung cancer|cervical cancer
3538,5996,topoisomerase inhibitor,MoA,Launched,oncology,small cell lung cancer|cervical cancer
1056,5997,electrolyte reabsorption inhibitor|thromboxane receptor antagonist,MoA,Launched,cardiology,edema|congestive heart failure|hypertension
354,6001,estrogen receptor antagonist|selective estrogen receptor modulator (SERM),MoA,Launched,oncology,breast cancer
805,6016,MEK inhibitor,MoA,Launched,oncology,melanoma
849,6016,MEK inhibitor,MoA,Launched,oncology,melanoma
407,6018,angiotensin converting enzyme inhibitor,MoA,Launched,cardiology,hypertension|myocardial infarction
593,6019,antifibrinolytic|plasminogen activator inhibitor,MoA,Launched,hematology,hemophilia
3165,6020,angiogenesis inhibitor,MoA,Launched,pulmonary,asthma
97,6020,angiogenesis inhibitor,MoA,Launched,pulmonary,asthma
3218,6021,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression
569,6021,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression
1248,6021,monoamine oxidase inhibitor,MoA,Launched,neurology/psychiatry,depression
130,6023,PDGFR tyrosine kinase receptor inhibitor,MoA,Launched,cardiology,coronary artery disease (CAD)
1254,6024,prostanoid receptor agonist,MoA,Launched,ophthalmology,ocular hypertension|glaucoma
45,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
1,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
97,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
11,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
14,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
15,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
16,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
410,6026,adrenergic receptor antagonist|serotonin receptor antagonist|serotonin reuptake inhibitor,MoA,Launched,neurology/psychiatry,depression
469,6027,dipeptidyl peptidase inhibitor,MoA,Launched,endocrinology,diabetes mellitus
73,6028,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome
74,6028,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome
75,6028,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome
76,6028,cholinergic receptor antagonist,MoA,Launched,gastroenterology,irritable bowel syndrome
966,6029,prostanoid receptor agonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH)
1220,6029,prostanoid receptor agonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH)
499,6029,prostanoid receptor agonist,MoA,Launched,pulmonary,pulmonary arterial hypertension (PAH)
1958,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
1959,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
6033,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
2412,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
5237,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
1220,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
124,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
118,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
222,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
6034,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
4172,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
5652,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
225,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
226,6032,retinoid receptor agonist|retinoid receptor ligand,MoA,Launched,hematologic malignancy,acute promyelocytic leukemia (APL)
423,6035,glucocorticoid receptor agonist,MoA,Launched,dermatology,corticosteroid-responsive dermatoses
423,6036,glucocorticoid receptor agonist|immunosuppressant,MoA,Launched,dermatology,corticosteroid-responsive dermatoses
424,6036,glucocorticoid receptor agonist|immunosuppressant,MoA,Launched,dermatology,corticosteroid-responsive dermatoses
582,6037,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema
583,6037,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema
584,6037,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema
585,6037,sodium channel blocker,MoA,Launched,endocrinology|cardiology,hypokalemia|hypertension|edema
174,6039,chloride channel blocker,MoA,Launched,cardiology,hypertension|edema
171,6039,chloride channel blocker,MoA,Launched,cardiology,hypertension|edema
1056,6039,chloride channel blocker,MoA,Launched,cardiology,hypertension|edema
949,6042,microtubule inhibitor,MoA,Launched,infectious disease,tapeworm
949,6043,antibacterial agent,MoA,Launched,infectious disease,first-aid antiseptic
187,6044,chelating agent,MoA,Launched,metabolism,Wilson's disease
45,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
770,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
5,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
7,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
9,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
97,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
14,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
16,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
6046,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
2661,6045,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry,schizophrenia
73,6047,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting
74,6047,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting
6,6047,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting
7,6047,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting
15,6047,dopamine receptor antagonist,MoA,Launched,neurology/psychiatry|gastroenterology,psychosis|nausea|vomiting
1548,6048,DNA directed DNA polymerase inhibitor|thymidylate synthase inhibitor,MoA,Launched,infectious disease,virus herpes simplex (HSV)
701,6049,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF)
598,6049,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF)
1515,6049,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF)
174,6049,cyclooxygenase inhibitor|platelet aggregation inhibitor|thromboxane synthase inhibitor,MoA,Launched,neurology/psychiatry|cardiology,stroke|myocardial infarction|atrial fibrillation (AF)
73,6050,acetylcholine receptor antagonist,MoA,Launched,neurology/psychiatry,parkinsonism
339,6051,opioid receptor agonist,MoA,Launched,gastroenterology,irritable bowel syndrome
510,6051,opioid receptor agonist,MoA,Launched,gastroenterology,irritable bowel syndrome
511,6051,opioid receptor agonist,MoA,Launched,gastroenterology,irritable bowel syndrome
6052,6053,3-ketoacyl CoA thiolase inhibitor,MoA,Launched,cardiology,angina pectoris
103,6054,oxazolidine antiepileptic,MoA,Launched,neurology/psychiatry,seizures
105,6054,oxazolidine antiepileptic,MoA,Launched,neurology/psychiatry,seizures
106,6054,oxazolidine antiepileptic,MoA,Launched,neurology/psychiatry,seizures
7,6055,histamine receptor antagonist,MoA,Launched,gastroenterology,vomiting|nausea|gastroenteritis
